time	pelvis_imu	femur_r_imu	tibia_r_imu
34.713	-23.490000,-68.520000,0.000000	40.190000,74.980000,0.000000	176.130000,-81.700000,0.000000
34.837	-23.280000,-68.360000,0.000000	40.270000,74.970000,0.000000	176.580000,-81.720000,0.000000
34.975	-23.350000,-68.390000,0.000000	40.360000,75.100000,0.000000	177.500000,-81.760000,0.000000
35.112	-23.350000,-68.390000,0.000000	40.530000,75.000000,0.000000	-176.940000,-81.540000,0.000000
35.238	-23.410000,-68.330000,0.000000	39.830000,74.960000,0.000000	-177.010000,-81.480000,0.000000
35.362	-23.430000,-68.240000,0.000000	39.650000,74.890000,0.000000	173.190000,-81.390000,0.000000
35.488	-23.310000,-68.480000,0.000000	40.330000,75.110000,0.000000	172.390000,-81.400000,0.000000
35.625	-23.120000,-68.390000,0.000000	42.880000,75.070000,0.000000	-116.310000,-82.330000,0.000000
35.750	-22.260000,-68.570000,0.000000	42.470000,75.350000,0.000000	174.900000,-81.920000,0.000000
35.888	-21.950000,-68.570000,0.000000	43.990000,74.960000,0.000000	171.550000,-82.550000,0.000000
36.012	-23.730000,-68.620000,0.000000	46.650000,73.280000,0.000000	-175.340000,-81.100000,0.000000
36.138	-26.810000,-69.590000,0.000000	51.110000,71.070000,0.000000	-175.870000,-77.620000,0.000000
36.275	-33.020000,-70.840000,0.000000	56.690000,67.710000,0.000000	-174.580000,-72.830000,0.000000
36.413	-43.780000,-72.220000,0.000000	62.100000,63.170000,0.000000	-174.250000,-67.830000,0.000000
36.538	-55.240000,-73.330000,0.000000	64.990000,58.030000,0.000000	177.510000,-65.090000,0.000000
36.663	-69.670000,-73.040000,0.000000	67.830000,51.300000,0.000000	177.680000,-63.260000,0.000000
36.788	-83.930000,-72.510000,0.000000	69.750000,44.380000,0.000000	176.720000,-62.660000,0.000000
36.925	-95.970000,-71.430000,0.000000	70.690000,37.610000,0.000000	176.140000,-62.650000,0.000000
37.050	-105.610000,-70.680000,0.000000	72.170000,32.220000,0.000000	174.170000,-63.160000,0.000000
37.187	-114.020000,-69.630000,0.000000	73.410000,26.840000,0.000000	171.620000,-63.670000,0.000000
37.325	-122.320000,-69.020000,0.000000	74.300000,23.110000,0.000000	170.820000,-64.980000,0.000000
37.438	-128.970000,-68.740000,0.000000	75.660000,20.240000,0.000000	168.360000,-66.520000,0.000000
37.575	-133.630000,-68.300000,0.000000	77.400000,18.250000,0.000000	157.330000,-68.240000,0.000000
37.700	-137.200000,-68.430000,0.000000	78.490000,16.710000,0.000000	144.050000,-70.530000,0.000000
37.838	-139.210000,-68.010000,0.000000	80.090000,16.660000,0.000000	126.360000,-70.750000,0.000000
37.963	-140.830000,-68.400000,0.000000	80.620000,17.870000,0.000000	108.400000,-68.420000,0.000000
38.087	-137.870000,-68.490000,0.000000	82.870000,19.370000,0.000000	87.360000,-62.580000,0.000000
38.225	-135.000000,-69.390000,0.000000	83.380000,21.590000,0.000000	70.750000,-57.870000,0.000000
38.350	-132.380000,-69.720000,0.000000	84.010000,23.170000,0.000000	56.430000,-54.040000,0.000000
38.488	-130.570000,-70.280000,0.000000	84.780000,24.730000,0.000000	44.250000,-51.030000,0.000000
38.613	-128.600000,-70.870000,0.000000	85.160000,26.490000,0.000000	32.840000,-48.130000,0.000000
38.737	-126.640000,-71.480000,0.000000	85.720000,28.470000,0.000000	23.220000,-45.420000,0.000000
38.875	-125.230000,-71.870000,0.000000	86.310000,29.820000,0.000000	15.930000,-43.460000,0.000000
39.000	-122.130000,-72.130000,0.000000	86.510000,30.780000,0.000000	10.210000,-42.360000,0.000000
39.138	-120.070000,-72.090000,0.000000	86.210000,32.060000,0.000000	5.270000,-41.790000,0.000000
39.262	-118.850000,-72.990000,0.000000	85.810000,33.290000,0.000000	2.300000,-40.800000,0.000000
39.388	-116.700000,-72.920000,0.000000	85.090000,34.500000,0.000000	-0.150000,-40.240000,0.000000
39.525	-115.840000,-73.290000,0.000000	84.870000,35.830000,0.000000	-1.890000,-39.800000,0.000000
39.650	-114.710000,-73.560000,0.000000	85.090000,36.870000,0.000000	-3.410000,-39.720000,0.000000
39.788	-114.290000,-74.080000,0.000000	85.010000,37.890000,0.000000	-3.960000,-39.820000,0.000000
39.912	-112.370000,-74.460000,0.000000	85.050000,38.830000,0.000000	-4.130000,-39.890000,0.000000
40.038	-110.890000,-74.780000,0.000000	84.850000,39.710000,0.000000	-3.660000,-40.180000,0.000000
40.175	-107.780000,-75.010000,0.000000	84.540000,40.760000,0.000000	-2.730000,-40.620000,0.000000
40.300	-105.320000,-75.010000,0.000000	84.530000,41.460000,0.000000	-1.950000,-42.150000,0.000000
40.437	-102.420000,-74.970000,0.000000	84.690000,42.740000,0.000000	-0.990000,-43.740000,0.000000
40.563	-99.320000,-74.330000,0.000000	84.860000,43.470000,0.000000	-0.600000,-45.770000,0.000000
40.688	-92.250000,-74.620000,0.000000	83.590000,45.600000,0.000000	3.140000,-47.900000,0.000000
40.825	-86.230000,-74.300000,0.000000	82.980000,47.090000,0.000000	6.430000,-51.220000,0.000000
40.950	-80.390000,-74.440000,0.000000	80.010000,49.550000,0.000000	14.610000,-54.180000,0.000000
41.087	-75.550000,-74.050000,0.000000	78.300000,51.860000,0.000000	21.840000,-58.510000,0.000000
41.213	-69.040000,-73.660000,0.000000	75.700000,54.470000,0.000000	41.990000,-62.080000,0.000000
41.337	-63.770000,-73.010000,0.000000	71.940000,56.750000,0.000000	63.700000,-65.460000,0.000000
41.475	-57.160000,-71.690000,0.000000	66.740000,59.700000,0.000000	80.080000,-67.960000,0.000000
41.600	-50.830000,-70.330000,0.000000	60.420000,62.660000,0.000000	97.210000,-69.800000,0.000000
41.737	-45.070000,-68.240000,0.000000	54.120000,65.500000,0.000000	115.030000,-70.300000,0.000000
41.863	-38.840000,-66.080000,0.000000	45.390000,68.060000,0.000000	130.670000,-69.060000,0.000000
41.987	-33.780000,-63.490000,0.000000	35.850000,70.310000,0.000000	143.890000,-66.900000,0.000000
42.125	-29.010000,-61.280000,0.000000	26.020000,71.690000,0.000000	155.430000,-64.110000,0.000000
42.250	-25.080000,-58.940000,0.000000	15.820000,72.160000,0.000000	164.900000,-59.470000,0.000000
42.387	-22.150000,-56.140000,0.000000	7.010000,72.050000,0.000000	172.800000,-56.110000,0.000000
42.513	-19.860000,-53.170000,0.000000	-1.340000,71.290000,0.000000	180.010000,-52.260000,0.000000
42.637	-17.910000,-50.250000,0.000000	-8.570000,70.190000,0.000000	186.010000,-48.620000,0.000000
42.775	-15.860000,-48.130000,0.000000	-15.900000,68.800000,0.000000	189.640000,-42.960000,0.000000
42.900	-14.180000,-46.590000,0.000000	-22.440000,67.390000,0.000000	192.670000,-38.220000,0.000000
43.038	-13.110000,-44.900000,0.000000	-27.790000,66.000000,0.000000	195.220000,-34.540000,0.000000
43.162	-12.060000,-43.580000,0.000000	-31.650000,65.200000,0.000000	197.200000,-30.970000,0.000000
43.288	-12.110000,-42.520000,0.000000	-34.510000,64.420000,0.000000	197.980000,-27.830000,0.000000
43.425	-11.760000,-41.520000,0.000000	-37.220000,63.700000,0.000000	198.510000,-24.990000,0.000000
43.550	-12.200000,-40.700000,0.000000	-38.770000,62.960000,0.000000	199.440000,-23.200000,0.000000
43.687	-12.090000,-40.450000,0.000000	-40.420000,62.700000,0.000000	199.080000,-21.630000,0.000000
43.812	-12.990000,-40.370000,0.000000	-39.000000,63.320000,0.000000	199.580000,-21.310000,0.000000
43.938	-13.600000,-40.720000,0.000000	-38.550000,63.830000,0.000000	198.890000,-21.780000,0.000000
44.074	-13.570000,-41.590000,0.000000	-37.270000,64.690000,0.000000	197.850000,-20.850000,0.000000
44.200	-13.930000,-42.660000,0.000000	-35.100000,65.550000,0.000000	197.500000,-19.900000,0.000000
44.338	-13.200000,-43.500000,0.000000	-34.750000,65.850000,0.000000	196.850000,-20.260000,0.000000
44.463	-13.800000,-44.510000,0.000000	-32.530000,66.500000,0.000000	195.410000,-20.540000,0.000000
44.588	-14.590000,-45.130000,0.000000	-32.070000,66.610000,0.000000	194.530000,-21.250000,0.000000
44.725	-15.140000,-45.400000,0.000000	-31.990000,66.440000,0.000000	-177.860000,-21.700000,0.000000
44.850	-16.400000,-45.570000,0.000000	-30.650000,66.080000,0.000000	-176.360000,-22.600000,0.000000
44.987	-17.720000,-45.890000,0.000000	-29.750000,66.080000,0.000000	178.700000,-22.560000,0.000000
45.113	-17.770000,-45.850000,0.000000	-30.500000,65.480000,0.000000	180.070000,-22.110000,0.000000
45.250	-18.730000,-45.580000,0.000000	-29.420000,65.220000,0.000000	181.710000,-21.890000,0.000000
45.375	-20.100000,-45.550000,0.000000	-27.690000,64.920000,0.000000	181.690000,-21.840000,0.000000
45.500	-21.630000,-45.220000,0.000000	-25.490000,64.630000,0.000000	181.420000,-22.560000,0.000000
45.637	-22.870000,-45.560000,0.000000	-24.070000,64.890000,0.000000	-177.840000,-23.990000,0.000000
45.763	-22.090000,-45.630000,0.000000	-23.790000,65.520000,0.000000	-175.200000,-27.030000,0.000000
45.887	-19.490000,-46.410000,0.000000	-25.420000,66.530000,0.000000	177.420000,-28.940000,0.000000
46.025	-18.580000,-48.200000,0.000000	-17.130000,68.120000,0.000000	-171.590000,-30.240000,0.000000
46.150	-17.720000,-51.230000,0.000000	-5.190000,69.090000,0.000000	-169.760000,-32.510000,0.000000
46.287	-18.870000,-54.370000,0.000000	7.870000,68.890000,0.000000	-169.190000,-36.460000,0.000000
46.413	-21.640000,-58.620000,0.000000	20.470000,67.160000,0.000000	177.010000,-43.500000,0.000000
46.538	-25.650000,-62.890000,0.000000	30.270000,64.910000,0.000000	169.120000,-50.260000,0.000000
46.675	-33.910000,-66.810000,0.000000	40.840000,62.300000,0.000000	145.740000,-55.600000,0.000000
46.800	-47.640000,-70.580000,0.000000	50.060000,60.040000,0.000000	123.130000,-58.050000,0.000000
46.938	-58.680000,-72.320000,0.000000	59.780000,56.180000,0.000000	103.030000,-59.520000,0.000000
47.075	-71.870000,-74.430000,0.000000	67.140000,52.820000,0.000000	86.260000,-60.650000,0.000000
47.188	-83.300000,-76.780000,0.000000	73.970000,50.120000,0.000000	71.880000,-60.980000,0.000000
47.325	-92.870000,-78.350000,0.000000	79.740000,47.530000,0.000000	58.970000,-61.060000,0.000000
47.450	-100.350000,-79.290000,0.000000	84.930000,45.050000,0.000000	48.150000,-60.180000,0.000000
47.588	-110.140000,-80.960000,0.000000	88.890000,43.700000,0.000000	37.470000,-60.150000,0.000000
47.712	-115.960000,-81.860000,0.000000	92.470000,41.980000,0.000000	28.660000,-59.870000,0.000000
47.837	-121.300000,-82.400000,0.000000	94.920000,40.550000,0.000000	22.210000,-59.750000,0.000000
47.975	-125.540000,-83.130000,0.000000	97.310000,39.460000,0.000000	16.600000,-59.360000,0.000000
48.100	-129.640000,-84.170000,0.000000	98.910000,38.940000,0.000000	11.000000,-59.330000,0.000000
48.238	-133.070000,-85.010000,0.000000	100.380000,38.410000,0.000000	6.070000,-59.170000,0.000000
48.363	-133.150000,-84.980000,0.000000	101.540000,37.640000,0.000000	2.620000,-58.690000,0.000000
48.488	-134.920000,-85.090000,0.000000	101.310000,37.240000,0.000000	1.560000,-58.190000,0.000000
48.625	-135.620000,-84.910000,0.000000	101.690000,37.080000,0.000000	-0.420000,-57.900000,0.000000
48.750	-137.290000,-85.230000,0.000000	101.230000,37.110000,0.000000	-0.410000,-57.470000,0.000000
48.887	-138.400000,-85.210000,0.000000	100.440000,37.550000,0.000000	-1.120000,-57.110000,0.000000
49.013	-137.240000,-85.040000,0.000000	100.110000,37.570000,0.000000	-1.020000,-56.720000,0.000000
49.138	-135.150000,-84.940000,0.000000	99.150000,37.410000,0.000000	0.090000,-56.740000,0.000000
49.275	-134.060000,-84.590000,0.000000	98.520000,37.010000,0.000000	1.410000,-57.030000,0.000000
49.400	-132.660000,-84.630000,0.000000	96.990000,37.830000,0.000000	4.640000,-58.600000,0.000000
49.537	-128.620000,-84.390000,0.000000	95.950000,38.830000,0.000000	7.680000,-60.500000,0.000000
49.663	-119.690000,-83.930000,0.000000	94.690000,40.050000,0.000000	10.600000,-61.830000,0.000000
49.787	-110.200000,-83.290000,0.000000	93.950000,41.450000,0.000000	14.840000,-64.370000,0.000000
49.925	-99.890000,-82.750000,0.000000	91.950000,43.600000,0.000000	28.450000,-67.760000,0.000000
50.050	-89.220000,-81.840000,0.000000	90.440000,46.240000,0.000000	51.950000,-69.840000,0.000000
50.188	-79.430000,-80.390000,0.000000	87.270000,49.270000,0.000000	74.610000,-70.810000,0.000000
50.313	-68.850000,-78.050000,0.000000	80.600000,52.940000,0.000000	94.270000,-70.930000,0.000000
50.437	-59.770000,-74.310000,0.000000	71.560000,56.330000,0.000000	-171.700000,-69.920000,0.000000
50.575	-51.070000,-70.930000,0.000000	59.310000,59.830000,0.000000	179.480000,-69.060000,0.000000
50.700	-43.680000,-67.230000,0.000000	48.370000,62.080000,0.000000	182.430000,-68.150000,0.000000
50.838	-37.050000,-63.920000,0.000000	35.690000,63.570000,0.000000	184.030000,-68.690000,0.000000
50.962	-32.270000,-61.290000,0.000000	25.900000,65.130000,0.000000	183.210000,-67.780000,0.000000
51.088	-28.240000,-59.590000,0.000000	19.210000,66.200000,0.000000	185.000000,-67.120000,0.000000
51.225	-24.350000,-58.880000,0.000000	12.840000,67.730000,0.000000	186.330000,-65.620000,0.000000
51.362	-20.680000,-57.940000,0.000000	6.380000,68.790000,0.000000	187.860000,-64.080000,0.000000
51.488	-16.810000,-56.810000,0.000000	-0.180000,69.570000,0.000000	188.170000,-62.810000,0.000000
51.625	-14.230000,-56.190000,0.000000	-4.970000,70.170000,0.000000	-179.650000,-61.680000,0.000000
51.750	-11.990000,-55.520000,0.000000	-9.470000,70.550000,0.000000	174.020000,-60.760000,0.000000
51.875	-10.870000,-54.990000,0.000000	-12.610000,70.680000,0.000000	176.870000,-59.010000,0.000000
52.000	-9.370000,-54.110000,0.000000	-16.510000,70.380000,0.000000	178.220000,-58.160000,0.000000
52.138	-9.380000,-53.380000,0.000000	-18.060000,70.340000,0.000000	179.970000,-56.830000,0.000000
52.263	-9.060000,-52.890000,0.000000	-20.130000,70.150000,0.000000	181.540000,-55.780000,0.000000
52.388	-8.910000,-52.660000,0.000000	-22.010000,69.930000,0.000000	182.400000,-55.140000,0.000000
52.525	-8.990000,-52.830000,0.000000	-22.700000,69.800000,0.000000	183.000000,-54.220000,0.000000
52.650	-9.500000,-53.020000,0.000000	-21.900000,69.920000,0.000000	182.920000,-54.170000,0.000000
52.787	-10.350000,-53.540000,0.000000	-20.070000,69.920000,0.000000	182.170000,-53.950000,0.000000
52.913	-11.920000,-53.950000,0.000000	-16.880000,70.100000,0.000000	182.270000,-52.970000,0.000000
53.038	-12.390000,-54.410000,0.000000	-14.410000,70.640000,0.000000	183.170000,-52.640000,0.000000
53.175	-13.070000,-54.870000,0.000000	-9.860000,71.390000,0.000000	-179.050000,-53.020000,0.000000
53.300	-14.130000,-55.540000,0.000000	0.640000,71.230000,0.000000	-177.380000,-49.960000,0.000000
53.438	-14.780000,-58.220000,0.000000	12.880000,70.130000,0.000000	-176.170000,-46.850000,0.000000
53.563	-20.780000,-61.910000,0.000000	23.520000,66.940000,0.000000	-174.150000,-44.830000,0.000000
53.687	-32.420000,-65.280000,0.000000	33.990000,62.710000,0.000000	-173.200000,-43.110000,0.000000
53.838	-49.300000,-67.080000,0.000000	42.680000,57.010000,0.000000	176.920000,-44.630000,0.000000
53.950	-64.900000,-68.230000,0.000000	49.780000,50.660000,0.000000	177.950000,-47.440000,0.000000
54.087	-78.380000,-68.850000,0.000000	56.300000,45.140000,0.000000	178.120000,-50.260000,0.000000
54.213	-91.760000,-69.290000,0.000000	61.750000,39.670000,0.000000	179.080000,-53.640000,0.000000
54.338	-103.670000,-69.670000,0.000000	66.800000,35.520000,0.000000	177.650000,-57.900000,0.000000
54.475	-113.170000,-69.540000,0.000000	71.330000,31.080000,0.000000	174.470000,-61.550000,0.000000
54.600	-119.430000,-69.380000,0.000000	75.310000,27.890000,0.000000	169.630000,-63.760000,0.000000
54.737	-125.010000,-70.000000,0.000000	78.350000,25.460000,0.000000	169.130000,-66.450000,0.000000
54.862	-129.560000,-70.170000,0.000000	80.940000,23.580000,0.000000	170.620000,-68.950000,0.000000
54.988	-134.120000,-70.840000,0.000000	82.880000,22.360000,0.000000	172.240000,-71.140000,0.000000
55.125	-137.160000,-70.980000,0.000000	84.570000,21.200000,0.000000	171.740000,-72.760000,0.000000
55.250	-139.460000,-71.120000,0.000000	86.170000,20.430000,0.000000	171.970000,-74.310000,0.000000
55.388	-140.870000,-71.280000,0.000000	87.480000,20.030000,0.000000	172.080000,-75.550000,0.000000
55.512	-142.020000,-71.670000,0.000000	88.420000,20.050000,0.000000	171.700000,-76.780000,0.000000
55.638	-142.400000,-71.740000,0.000000	89.080000,20.120000,0.000000	171.120000,-77.860000,0.000000
55.775	-141.600000,-71.790000,0.000000	89.940000,20.440000,0.000000	170.520000,-78.600000,0.000000
55.900	-140.740000,-72.370000,0.000000	90.160000,21.320000,0.000000	171.860000,-79.120000,0.000000
56.038	-140.100000,-72.650000,0.000000	90.430000,21.750000,0.000000	170.980000,-79.450000,0.000000
56.163	-138.790000,-73.060000,0.000000	90.870000,22.650000,0.000000	172.080000,-79.930000,0.000000
56.287	-137.720000,-73.680000,0.000000	90.910000,23.810000,0.000000	170.600000,-79.840000,0.000000
56.424	-135.320000,-73.720000,0.000000	90.740000,24.630000,0.000000	171.490000,-80.030000,0.000000
56.550	-132.740000,-73.820000,0.000000	90.700000,25.450000,0.000000	-177.360000,-80.060000,0.000000
56.687	-129.780000,-73.940000,0.000000	90.610000,26.430000,0.000000	172.430000,-79.810000,0.000000
56.812	-129.700000,-74.410000,0.000000	89.970000,27.760000,0.000000	-174.350000,-79.380000,0.000000
56.938	-127.450000,-74.400000,0.000000	89.860000,28.790000,0.000000	177.460000,-79.070000,0.000000
57.075	-125.040000,-74.660000,0.000000	89.690000,30.090000,0.000000	177.810000,-78.940000,0.000000
57.200	-122.830000,-75.000000,0.000000	89.850000,31.210000,0.000000	177.010000,-78.660000,0.000000
57.337	-119.620000,-75.240000,0.000000	89.710000,32.310000,0.000000	177.000000,-78.300000,0.000000
57.462	-117.380000,-75.810000,0.000000	89.660000,33.540000,0.000000	175.560000,-77.890000,0.000000
57.600	-113.090000,-76.180000,0.000000	89.130000,35.220000,0.000000	175.430000,-77.420000,0.000000
57.725	-108.710000,-76.630000,0.000000	88.750000,36.650000,0.000000	-177.640000,-77.090000,0.000000
57.850	-104.680000,-76.390000,0.000000	88.600000,37.670000,0.000000	-177.030000,-77.030000,0.000000
57.988	-104.340000,-76.990000,0.000000	88.610000,38.480000,0.000000	169.880000,-76.060000,0.000000
58.113	-102.840000,-77.050000,0.000000	88.150000,38.890000,0.000000	168.380000,-74.880000,0.000000
58.237	-100.410000,-77.170000,0.000000	87.350000,39.890000,0.000000	167.930000,-73.580000,0.000000
58.374	-96.630000,-77.110000,0.000000	86.410000,41.000000,0.000000	166.130000,-71.620000,0.000000
58.500	-94.320000,-76.820000,0.000000	85.710000,41.720000,0.000000	166.090000,-69.480000,0.000000
58.638	-91.920000,-76.050000,0.000000	85.270000,42.380000,0.000000	166.700000,-63.400000,0.000000
58.763	-85.910000,-75.740000,0.000000	82.720000,45.530000,0.000000	165.640000,-62.010000,0.000000
58.888	-59.370000,-69.310000,0.000000	83.650000,48.130000,0.000000	156.060000,-47.110000,0.000000
59.025	-34.400000,-69.060000,0.000000	88.100000,51.230000,0.000000	-163.790000,-46.060000,0.000000
59.163	-21.270000,-69.940000,0.000000	86.510000,55.830000,0.000000	-165.190000,-47.040000,0.000000
59.288	-12.690000,-68.780000,0.000000	86.450000,60.160000,0.000000	-134.730000,-51.020000,0.000000
59.412	-11.510000,-69.170000,0.000000	87.530000,62.970000,0.000000	-138.430000,-55.470000,0.000000
59.538	-1.080000,-70.720000,0.000000	82.610000,67.080000,0.000000	-144.110000,-57.990000,0.000000
59.688	4.860000,-72.420000,0.000000	82.980000,70.050000,0.000000	-143.040000,-61.960000,0.000000
59.800	7.410000,-73.780000,0.000000	82.930000,73.240000,0.000000	-146.440000,-65.490000,0.000000
