time	pelvis_imu	femur_r_imu	tibia_r_imu
34.710	-84.680000,-78.640000,0.000000	69.270000,42.700000,0.000000	137.170000,-71.530000,0.000000
34.831	-90.410000,-78.400000,0.000000	69.680000,40.500000,0.000000	115.950000,-70.340000,0.000000
34.966	-96.290000,-78.640000,0.000000	70.100000,39.030000,0.000000	99.480000,-67.490000,0.000000
35.100	-101.990000,-78.510000,0.000000	70.560000,37.780000,0.000000	84.640000,-63.170000,0.000000
35.221	-106.290000,-78.600000,0.000000	71.300000,36.690000,0.000000	71.340000,-59.220000,0.000000
35.355	-110.230000,-78.330000,0.000000	72.230000,36.090000,0.000000	59.720000,-56.120000,0.000000
35.491	-111.760000,-78.640000,0.000000	72.840000,35.540000,0.000000	49.430000,-53.900000,0.000000
35.610	-114.710000,-78.390000,0.000000	73.810000,34.920000,0.000000	40.530000,-51.650000,0.000000
35.745	-117.320000,-78.690000,0.000000	73.380000,34.320000,0.000000	31.300000,-53.110000,0.000000
35.880	-117.940000,-78.920000,0.000000	73.910000,34.300000,0.000000	26.780000,-53.890000,0.000000
36.000	-117.130000,-78.880000,0.000000	74.350000,34.810000,0.000000	23.910000,-55.310000,0.000000
36.136	-114.970000,-79.260000,0.000000	74.830000,35.860000,0.000000	23.580000,-57.170000,0.000000
36.270	-110.960000,-78.590000,0.000000	75.090000,36.550000,0.000000	21.700000,-59.900000,0.000000
36.390	-108.630000,-78.810000,0.000000	75.770000,37.510000,0.000000	21.670000,-64.210000,0.000000
36.525	-105.670000,-78.970000,0.000000	75.220000,38.440000,0.000000	43.950000,-66.330000,0.000000
36.660	-101.210000,-79.150000,0.000000	75.410000,39.570000,0.000000	4.400000,-67.340000,0.000000
36.780	-96.480000,-79.310000,0.000000	75.510000,40.510000,0.000000	-29.560000,-67.910000,0.000000
36.946	-92.390000,-79.290000,0.000000	75.620000,41.360000,0.000000	-59.110000,-67.830000,0.000000
37.050	-87.650000,-79.220000,0.000000	75.450000,42.540000,0.000000	-85.890000,-67.050000,0.000000
37.170	-81.410000,-78.990000,0.000000	74.890000,44.800000,0.000000	-110.650000,-66.530000,0.000000
37.305	-74.950000,-78.690000,0.000000	74.670000,47.160000,0.000000	180.000000,-66.600000,0.000000
37.441	-68.310000,-77.650000,0.000000	73.040000,49.410000,0.000000	-156.790000,-68.510000,0.000000
37.560	-61.870000,-76.880000,0.000000	72.160000,51.750000,0.000000	-168.630000,-69.050000,0.000000
37.695	-53.520000,-76.240000,0.000000	68.440000,55.080000,0.000000	-179.530000,-71.060000,0.000000
37.830	-48.380000,-74.610000,0.000000	67.200000,56.910000,0.000000	-189.050000,-71.880000,0.000000
37.950	-42.330000,-73.860000,0.000000	64.300000,59.550000,0.000000	-196.630000,-72.800000,0.000000
38.100	-36.800000,-73.390000,0.000000	61.670000,62.110000,0.000000	-201.200000,-73.870000,0.000000
38.221	-31.990000,-72.970000,0.000000	58.930000,64.310000,0.000000	-206.030000,-74.440000,0.000000
38.340	-28.140000,-72.510000,0.000000	56.860000,66.220000,0.000000	-209.700000,-75.410000,0.000000
38.475	-25.010000,-72.300000,0.000000	55.850000,67.620000,0.000000	-211.740000,-75.950000,0.000000
38.610	-22.140000,-71.970000,0.000000	54.810000,68.810000,0.000000	-213.510000,-76.370000,0.000000
38.731	-19.510000,-71.670000,0.000000	54.070000,70.010000,0.000000	-214.440000,-76.810000,0.000000
38.865	-17.790000,-71.390000,0.000000	53.050000,70.930000,0.000000	-213.910000,-77.310000,0.000000
39.000	-16.410000,-71.000000,0.000000	53.500000,71.420000,0.000000	178.770000,-77.930000,0.000000
39.150	-14.940000,-70.920000,0.000000	53.430000,71.920000,0.000000	170.560000,-78.810000,0.000000
39.255	-14.670000,-70.890000,0.000000	54.640000,71.710000,0.000000	-172.250000,-78.810000,0.000000
39.390	-15.470000,-71.290000,0.000000	56.960000,70.490000,0.000000	-177.400000,-77.140000,0.000000
39.510	-16.730000,-72.400000,0.000000	59.670000,69.080000,0.000000	-182.790000,-75.640000,0.000000
39.660	-21.750000,-73.780000,0.000000	62.330000,66.880000,0.000000	-186.120000,-72.740000,0.000000
39.780	-28.150000,-75.090000,0.000000	64.620000,63.880000,0.000000	-189.160000,-70.500000,0.000000
39.900	-37.690000,-76.280000,0.000000	66.590000,60.590000,0.000000	-190.810000,-68.530000,0.000000
40.035	-45.810000,-77.450000,0.000000	68.040000,57.520000,0.000000	-191.550000,-66.550000,0.000000
40.170	-52.970000,-78.180000,0.000000	68.530000,54.370000,0.000000	-192.470000,-65.190000,0.000000
40.290	-61.280000,-78.770000,0.000000	69.180000,51.220000,0.000000	-191.560000,-63.530000,0.000000
40.425	-69.320000,-79.310000,0.000000	70.090000,48.520000,0.000000	-190.100000,-61.620000,0.000000
40.561	-73.220000,-79.630000,0.000000	70.780000,46.450000,0.000000	-189.380000,-61.050000,0.000000
40.680	-79.110000,-79.890000,0.000000	71.460000,44.270000,0.000000	-188.010000,-60.320000,0.000000
40.831	-82.400000,-80.050000,0.000000	71.870000,42.640000,0.000000	-187.730000,-60.320000,0.000000
40.951	-85.720000,-80.330000,0.000000	72.580000,41.460000,0.000000	-186.640000,-61.340000,0.000000
41.070	-88.600000,-80.540000,0.000000	73.010000,40.350000,0.000000	-185.570000,-63.130000,0.000000
41.220	-90.260000,-80.650000,0.000000	73.750000,39.310000,0.000000	158.390000,-66.310000,0.000000
41.340	-91.980000,-80.740000,0.000000	73.960000,38.670000,0.000000	132.370000,-69.730000,0.000000
41.461	-93.180000,-80.750000,0.000000	73.820000,38.350000,0.000000	111.220000,-71.040000,0.000000
41.610	-92.940000,-80.600000,0.000000	73.570000,38.300000,0.000000	94.060000,-69.460000,0.000000
41.731	-94.970000,-80.340000,0.000000	73.990000,37.770000,0.000000	79.500000,-68.140000,0.000000
41.865	-96.350000,-80.360000,0.000000	74.130000,37.770000,0.000000	64.940000,-66.260000,0.000000
42.000	-97.910000,-80.160000,0.000000	74.270000,37.750000,0.000000	53.180000,-63.950000,0.000000
42.120	-97.600000,-80.160000,0.000000	74.200000,38.020000,0.000000	42.370000,-62.400000,0.000000
42.239	-97.410000,-80.200000,0.000000	73.950000,38.140000,0.000000	34.070000,-60.660000,0.000000
42.375	-95.790000,-80.090000,0.000000	74.120000,38.570000,0.000000	27.110000,-59.920000,0.000000
42.510	-95.860000,-79.730000,0.000000	73.900000,38.510000,0.000000	21.880000,-60.770000,0.000000
42.630	-93.300000,-80.100000,0.000000	73.990000,39.440000,0.000000	19.590000,-61.180000,0.000000
42.780	-91.170000,-79.990000,0.000000	74.310000,39.790000,0.000000	17.050000,-63.500000,0.000000
42.916	-89.750000,-79.890000,0.000000	74.540000,40.200000,0.000000	20.510000,-66.230000,0.000000
43.021	-88.230000,-79.670000,0.000000	74.620000,40.870000,0.000000	27.920000,-68.860000,0.000000
43.156	-86.510000,-79.620000,0.000000	74.760000,41.210000,0.000000	43.800000,-71.840000,0.000000
43.291	-84.880000,-79.550000,0.000000	75.330000,41.830000,0.000000	58.600000,-73.690000,0.000000
43.410	-83.660000,-79.360000,0.000000	75.900000,42.110000,0.000000	17.750000,-74.410000,0.000000
43.545	-81.840000,-79.740000,0.000000	75.100000,42.810000,0.000000	-19.080000,-74.550000,0.000000
43.679	-80.880000,-79.370000,0.000000	75.490000,43.100000,0.000000	-51.630000,-73.860000,0.000000
43.800	-79.390000,-79.290000,0.000000	75.500000,43.360000,0.000000	-80.220000,-73.590000,0.000000
43.950	-78.940000,-79.040000,0.000000	75.480000,43.530000,0.000000	-104.420000,-73.170000,0.000000
44.085	-78.250000,-78.970000,0.000000	75.470000,43.660000,0.000000	-125.770000,-72.420000,0.000000
44.205	-76.980000,-79.000000,0.000000	75.350000,44.170000,0.000000	-144.220000,-71.230000,0.000000
44.325	-75.550000,-79.040000,0.000000	75.310000,44.800000,0.000000	-160.130000,-70.170000,0.000000
44.475	-72.510000,-78.840000,0.000000	74.840000,46.140000,0.000000	-174.130000,-68.710000,0.000000
44.580	-67.600000,-78.640000,0.000000	74.530000,47.670000,0.000000	-184.950000,-67.700000,0.000000
44.715	-63.860000,-78.140000,0.000000	73.500000,49.330000,0.000000	-193.780000,-67.530000,0.000000
44.850	-58.940000,-77.290000,0.000000	71.910000,51.510000,0.000000	-200.650000,-68.040000,0.000000
44.970	-53.980000,-76.450000,0.000000	70.450000,54.000000,0.000000	176.890000,-68.900000,0.000000
45.105	-47.830000,-75.710000,0.000000	66.870000,57.090000,0.000000	162.300000,-71.340000,0.000000
45.254	-43.510000,-74.520000,0.000000	64.980000,59.220000,0.000000	-165.740000,-72.820000,0.000000
45.360	-38.360000,-73.690000,0.000000	62.310000,61.670000,0.000000	172.520000,-74.200000,0.000000
45.495	-34.350000,-72.710000,0.000000	59.360000,63.920000,0.000000	-172.290000,-75.250000,0.000000
45.631	-30.540000,-72.030000,0.000000	57.380000,65.740000,0.000000	-183.570000,-76.280000,0.000000
45.750	-27.290000,-71.530000,0.000000	55.670000,67.160000,0.000000	-192.600000,-77.150000,0.000000
45.886	-25.280000,-71.160000,0.000000	54.450000,68.460000,0.000000	-199.440000,-77.800000,0.000000
46.021	-23.400000,-70.700000,0.000000	52.880000,69.570000,0.000000	-205.250000,-78.380000,0.000000
46.140	-21.100000,-70.390000,0.000000	51.660000,70.530000,0.000000	-209.990000,-78.870000,0.000000
46.276	-19.490000,-70.070000,0.000000	50.480000,71.400000,0.000000	-213.810000,-79.510000,0.000000
46.410	-18.710000,-69.810000,0.000000	50.740000,71.690000,0.000000	-215.460000,-79.970000,0.000000
46.530	-18.690000,-69.720000,0.000000	51.100000,71.690000,0.000000	-216.670000,-80.300000,0.000000
46.664	-19.190000,-69.850000,0.000000	50.990000,71.530000,0.000000	178.920000,-79.830000,0.000000
46.815	-18.700000,-70.310000,0.000000	52.240000,71.570000,0.000000	-173.390000,-79.170000,0.000000
46.920	-18.800000,-70.610000,0.000000	54.950000,70.860000,0.000000	-180.250000,-78.690000,0.000000
47.055	-19.860000,-71.410000,0.000000	57.590000,69.720000,0.000000	-184.590000,-78.270000,0.000000
47.190	-21.050000,-72.430000,0.000000	60.970000,68.360000,0.000000	-189.680000,-77.120000,0.000000
47.310	-23.220000,-73.550000,0.000000	63.670000,66.660000,0.000000	-193.830000,-76.030000,0.000000
47.445	-25.980000,-74.900000,0.000000	66.280000,64.710000,0.000000	-196.330000,-74.860000,0.000000
47.595	-31.820000,-76.330000,0.000000	68.370000,62.300000,0.000000	-196.970000,-72.980000,0.000000
47.701	-37.680000,-77.490000,0.000000	70.020000,59.880000,0.000000	-197.030000,-70.980000,0.000000
47.835	-43.610000,-78.530000,0.000000	71.280000,57.050000,0.000000	-195.600000,-68.840000,0.000000
48.015	-52.200000,-79.160000,0.000000	72.430000,53.770000,0.000000	-194.950000,-66.160000,0.000000
48.105	-62.840000,-79.570000,0.000000	72.380000,50.620000,0.000000	-194.250000,-63.460000,0.000000
48.225	-69.630000,-79.960000,0.000000	72.800000,48.110000,0.000000	-192.940000,-60.920000,0.000000
48.375	-75.710000,-80.320000,0.000000	73.200000,45.980000,0.000000	-191.550000,-58.360000,0.000000
48.495	-79.400000,-80.550000,0.000000	73.700000,44.330000,0.000000	-190.120000,-56.750000,0.000000
48.616	-82.970000,-81.070000,0.000000	74.340000,42.990000,0.000000	-188.570000,-56.220000,0.000000
48.750	-85.910000,-81.270000,0.000000	74.910000,41.790000,0.000000	-187.640000,-56.640000,0.000000
48.871	-88.120000,-81.480000,0.000000	75.350000,40.740000,0.000000	-185.820000,-58.710000,0.000000
49.006	-89.750000,-81.600000,0.000000	75.740000,39.950000,0.000000	157.460000,-62.240000,0.000000
49.141	-89.370000,-81.700000,0.000000	75.490000,39.810000,0.000000	137.520000,-65.290000,0.000000
49.260	-90.520000,-81.440000,0.000000	75.600000,39.400000,0.000000	117.660000,-66.830000,0.000000
49.395	-90.760000,-81.350000,0.000000	75.380000,39.640000,0.000000	97.030000,-66.500000,0.000000
49.530	-88.690000,-81.300000,0.000000	75.400000,39.900000,0.000000	80.630000,-65.400000,0.000000
49.650	-88.520000,-81.210000,0.000000	75.090000,40.100000,0.000000	65.840000,-64.570000,0.000000
49.785	-87.090000,-81.150000,0.000000	75.130000,40.320000,0.000000	53.350000,-64.130000,0.000000
49.935	-86.840000,-81.190000,0.000000	75.240000,40.380000,0.000000	43.460000,-63.970000,0.000000
50.040	-85.530000,-80.960000,0.000000	74.800000,40.950000,0.000000	34.340000,-64.540000,0.000000
50.190	-85.410000,-80.760000,0.000000	74.730000,41.070000,0.000000	28.460000,-66.160000,0.000000
50.325	-85.790000,-80.700000,0.000000	75.230000,41.420000,0.000000	25.220000,-69.470000,0.000000
50.430	-86.860000,-80.790000,0.000000	75.580000,41.650000,0.000000	-15.300000,-72.110000,0.000000
50.580	-86.030000,-80.820000,0.000000	76.290000,41.860000,0.000000	-51.300000,-73.600000,0.000000
50.700	-87.110000,-80.690000,0.000000	77.040000,41.940000,0.000000	-80.080000,-73.300000,0.000000
50.820	-86.560000,-81.050000,0.000000	76.930000,42.310000,0.000000	-105.290000,-73.370000,0.000000
50.955	-87.440000,-80.990000,0.000000	77.270000,42.410000,0.000000	-127.010000,-73.410000,0.000000
51.105	-88.230000,-80.910000,0.000000	77.530000,42.430000,0.000000	-145.500000,-72.770000,0.000000
51.209	-88.170000,-81.000000,0.000000	77.690000,42.790000,0.000000	-161.900000,-71.750000,0.000000
51.346	-85.420000,-81.040000,0.000000	77.650000,43.270000,0.000000	-175.230000,-70.760000,0.000000
51.480	-83.140000,-80.840000,0.000000	77.620000,44.020000,0.000000	-185.380000,-69.900000,0.000000
51.601	-80.930000,-80.360000,0.000000	77.790000,44.670000,0.000000	-194.090000,-68.660000,0.000000
51.735	-75.280000,-79.930000,0.000000	77.690000,46.300000,0.000000	-201.930000,-68.050000,0.000000
51.870	-70.630000,-79.200000,0.000000	77.070000,47.850000,0.000000	-207.610000,-68.010000,0.000000
51.990	-64.610000,-78.620000,0.000000	76.000000,49.860000,0.000000	-212.240000,-67.920000,0.000000
52.125	-58.320000,-78.090000,0.000000	75.190000,51.950000,0.000000	-216.020000,-68.000000,0.000000
52.275	-53.050000,-77.310000,0.000000	73.470000,54.350000,0.000000	-218.800000,-68.650000,0.000000
52.380	-47.900000,-76.410000,0.000000	71.660000,56.450000,0.000000	-221.370000,-67.880000,0.000000
52.515	-44.020000,-75.590000,0.000000	70.340000,58.500000,0.000000	-222.100000,-68.050000,0.000000
52.665	-39.240000,-74.760000,0.000000	67.530000,60.590000,0.000000	177.580000,-69.280000,0.000000
52.785	-35.630000,-74.110000,0.000000	65.020000,62.570000,0.000000	-167.400000,-69.990000,0.000000
52.906	-31.870000,-73.200000,0.000000	62.700000,64.460000,0.000000	-176.050000,-71.270000,0.000000
53.040	-28.150000,-72.440000,0.000000	59.640000,66.190000,0.000000	-183.350000,-72.400000,0.000000
53.161	-24.950000,-71.800000,0.000000	56.830000,67.850000,0.000000	-189.670000,-73.660000,0.000000
53.295	-22.650000,-71.060000,0.000000	54.810000,69.120000,0.000000	-194.640000,-74.420000,0.000000
53.430	-21.060000,-70.670000,0.000000	52.770000,70.140000,0.000000	-198.120000,-75.150000,0.000000
53.565	-19.900000,-70.340000,0.000000	51.040000,70.970000,0.000000	-200.980000,-75.860000,0.000000
53.685	-19.060000,-69.870000,0.000000	50.580000,71.570000,0.000000	-203.850000,-76.820000,0.000000
53.820	-19.070000,-69.870000,0.000000	50.660000,71.790000,0.000000	-204.720000,-77.830000,0.000000
53.940	-19.000000,-69.950000,0.000000	51.460000,71.600000,0.000000	-204.910000,-77.940000,0.000000
54.105	-19.580000,-70.410000,0.000000	54.230000,70.800000,0.000000	-203.210000,-77.040000,0.000000
54.210	-20.420000,-71.260000,0.000000	56.560000,69.710000,0.000000	-201.980000,-75.590000,0.000000
54.330	-22.950000,-72.380000,0.000000	59.300000,68.170000,0.000000	-200.910000,-73.440000,0.000000
54.480	-27.320000,-73.830000,0.000000	61.960000,65.540000,0.000000	-199.660000,-71.610000,0.000000
54.600	-33.650000,-74.970000,0.000000	64.180000,62.570000,0.000000	-196.990000,-69.620000,0.000000
54.720	-40.620000,-76.060000,0.000000	66.250000,59.640000,0.000000	-194.200000,-68.130000,0.000000
54.870	-48.460000,-77.300000,0.000000	67.650000,56.890000,0.000000	-191.980000,-66.760000,0.000000
54.990	-56.530000,-77.920000,0.000000	68.630000,53.940000,0.000000	-188.590000,-64.220000,0.000000
55.125	-62.270000,-78.610000,0.000000	69.220000,51.480000,0.000000	-185.930000,-62.710000,0.000000
55.245	-67.890000,-79.180000,0.000000	69.860000,49.130000,0.000000	-183.010000,-61.110000,0.000000
55.380	-71.610000,-79.620000,0.000000	70.930000,47.360000,0.000000	-181.260000,-59.880000,0.000000
55.500	-76.080000,-80.050000,0.000000	71.910000,45.640000,0.000000	-179.080000,-58.980000,0.000000
55.635	-77.420000,-80.340000,0.000000	72.660000,44.490000,0.000000	-177.760000,-59.200000,0.000000
55.770	-79.630000,-80.670000,0.000000	73.360000,43.550000,0.000000	-176.050000,-60.540000,0.000000
55.890	-81.870000,-80.780000,0.000000	74.050000,42.610000,0.000000	-175.090000,-63.540000,0.000000
56.025	-82.560000,-80.970000,0.000000	74.460000,42.030000,0.000000	115.310000,-67.400000,0.000000
56.160	-83.510000,-80.980000,0.000000	74.830000,41.830000,0.000000	103.920000,-69.460000,0.000000
56.280	-82.880000,-81.020000,0.000000	75.310000,41.800000,0.000000	90.730000,-69.590000,0.000000
56.416	-82.090000,-81.070000,0.000000	75.500000,41.720000,0.000000	79.260000,-68.650000,0.000000
56.550	-83.710000,-81.130000,0.000000	75.790000,41.580000,0.000000	68.380000,-67.730000,0.000000
56.670	-86.590000,-80.860000,0.000000	75.340000,41.300000,0.000000	59.640000,-66.150000,0.000000
56.805	-88.500000,-80.860000,0.000000	75.190000,41.310000,0.000000	52.450000,-64.070000,0.000000
56.940	-87.480000,-80.880000,0.000000	74.740000,41.380000,0.000000	44.340000,-62.090000,0.000000
57.060	-87.620000,-80.720000,0.000000	74.700000,41.940000,0.000000	37.600000,-59.990000,0.000000
57.195	-87.770000,-80.510000,0.000000	74.660000,41.970000,0.000000	31.660000,-58.170000,0.000000
57.329	-86.210000,-80.460000,0.000000	74.720000,42.510000,0.000000	28.120000,-56.760000,0.000000
57.450	-85.690000,-80.310000,0.000000	74.520000,42.550000,0.000000	25.340000,-57.090000,0.000000
57.585	-83.980000,-79.750000,0.000000	74.600000,42.750000,0.000000	22.440000,-57.260000,0.000000
57.720	-85.270000,-79.600000,0.000000	74.140000,42.680000,0.000000	28.860000,-60.090000,0.000000
57.840	-84.100000,-79.570000,0.000000	74.460000,42.870000,0.000000	31.600000,-62.160000,0.000000
57.975	-83.220000,-79.270000,0.000000	74.880000,43.010000,0.000000	34.910000,-65.120000,0.000000
58.110	-83.200000,-79.420000,0.000000	74.510000,43.350000,0.000000	46.990000,-67.990000,0.000000
58.230	-83.020000,-79.090000,0.000000	74.860000,43.940000,0.000000	65.700000,-70.010000,0.000000
58.365	-82.700000,-79.130000,0.000000	74.810000,44.070000,0.000000	25.940000,-70.920000,0.000000
58.501	-83.020000,-78.940000,0.000000	75.300000,44.070000,0.000000	-9.770000,-70.420000,0.000000
58.620	-83.460000,-78.800000,0.000000	75.360000,43.960000,0.000000	-40.710000,-69.960000,0.000000
58.755	-81.870000,-78.930000,0.000000	75.460000,44.430000,0.000000	-69.420000,-69.710000,0.000000
58.890	-82.200000,-78.630000,0.000000	75.590000,44.290000,0.000000	-93.670000,-69.220000,0.000000
59.010	-82.040000,-78.640000,0.000000	76.000000,44.350000,0.000000	-115.130000,-68.580000,0.000000
59.145	-80.660000,-78.480000,0.000000	75.900000,44.610000,0.000000	-134.380000,-68.260000,0.000000
59.280	-78.800000,-78.270000,0.000000	75.960000,45.120000,0.000000	-150.300000,-67.440000,0.000000
59.400	-75.570000,-78.260000,0.000000	75.630000,46.020000,0.000000	-164.600000,-67.770000,0.000000
59.535	-72.870000,-78.140000,0.000000	75.510000,47.290000,0.000000	-176.390000,-67.860000,0.000000
59.670	-68.350000,-77.980000,0.000000	74.940000,48.740000,0.000000	177.080000,-68.280000,0.000000
59.806	-63.640000,-77.350000,0.000000	75.030000,50.600000,0.000000	166.850000,-69.750000,0.000000
59.925	-59.750000,-76.510000,0.000000	73.590000,52.540000,0.000000	-175.950000,-70.350000,0.000000
