time	pelvis_imu	femur_r_imu	tibia_r_imu
33.015	-26.790000,-59.240000,0.000000	-125.610000,-81.670000,0.000000	-30.000000,-83.820000,0.000000
33.149	-25.430000,-59.490000,0.000000	-132.110000,-84.950000,0.000000	-43.030000,-84.580000,0.000000
33.270	-24.780000,-59.690000,0.000000	-134.430000,-87.480000,0.000000	-58.720000,-85.280000,0.000000
33.403	-24.430000,-60.060000,0.000000	-136.890000,-89.550000,0.000000	-25.320000,-86.130000,0.000000
33.540	-24.100000,-60.450000,0.000000	-139.890000,-91.000000,0.000000	-45.900000,-86.730000,0.000000
33.660	-23.750000,-60.830000,0.000000	-143.790000,-92.460000,0.000000	-20.530000,-87.280000,0.000000
33.809	-23.460000,-61.130000,0.000000	-146.700000,-93.510000,0.000000	-47.020000,-87.730000,0.000000
33.929	-23.410000,-61.530000,0.000000	-147.600000,-93.880000,0.000000	-65.880000,-88.050000,0.000000
34.049	-23.590000,-61.880000,0.000000	-148.600000,-94.330000,0.000000	-77.960000,-88.030000,0.000000
34.185	-24.200000,-62.240000,0.000000	-149.110000,-94.340000,0.000000	-94.740000,-88.240000,0.000000
34.319	-24.930000,-62.320000,0.000000	-148.940000,-94.110000,0.000000	-106.290000,-88.400000,0.000000
34.440	-25.760000,-62.790000,0.000000	-150.230000,-93.720000,0.000000	115.140000,-88.360000,0.000000
34.574	-26.520000,-62.980000,0.000000	-147.990000,-93.100000,0.000000	-113.200000,-88.420000,0.000000
34.710	-26.300000,-63.470000,0.000000	-148.110000,-92.860000,0.000000	108.260000,-88.390000,0.000000
34.830	-26.480000,-63.530000,0.000000	-146.470000,-92.490000,0.000000	-102.990000,-88.560000,0.000000
34.964	-26.660000,-63.860000,0.000000	-145.720000,-91.880000,0.000000	129.640000,-88.740000,0.000000
35.100	-26.690000,-64.310000,0.000000	-145.640000,-91.140000,0.000000	126.350000,-88.770000,0.000000
35.219	-26.680000,-64.490000,0.000000	-145.740000,-90.350000,0.000000	125.610000,-88.930000,0.000000
35.354	-26.640000,-64.550000,0.000000	-144.320000,-89.880000,0.000000	118.920000,-88.850000,0.000000
35.490	-27.080000,-64.630000,0.000000	-142.250000,-89.070000,0.000000	-155.700000,-89.010000,0.000000
35.609	-27.690000,-64.790000,0.000000	-140.930000,-88.230000,0.000000	157.750000,-89.190000,0.000000
35.744	-28.110000,-64.620000,0.000000	-139.780000,-87.520000,0.000000	151.120000,-89.180000,0.000000
35.879	-27.710000,-64.520000,0.000000	-139.770000,-87.000000,0.000000	146.240000,-89.240000,0.000000
36.000	-27.520000,-64.510000,0.000000	-140.550000,-86.520000,0.000000	-173.520000,-89.270000,0.000000
36.135	-27.860000,-64.580000,0.000000	-141.630000,-86.110000,0.000000	116.570000,-89.140000,0.000000
36.270	-28.020000,-64.670000,0.000000	-143.080000,-85.680000,0.000000	113.040000,-89.170000,0.000000
36.404	-28.160000,-64.740000,0.000000	-142.940000,-85.150000,0.000000	111.550000,-88.900000,0.000000
36.524	-28.480000,-64.720000,0.000000	-141.700000,-84.840000,0.000000	111.480000,-88.860000,0.000000
36.660	-28.970000,-64.680000,0.000000	-141.680000,-84.410000,0.000000	118.400000,-88.790000,0.000000
36.779	-28.870000,-64.710000,0.000000	-141.530000,-84.070000,0.000000	124.890000,-88.790000,0.000000
36.914	-28.570000,-64.790000,0.000000	-141.540000,-83.820000,0.000000	-177.580000,-88.700000,0.000000
37.064	-28.880000,-64.920000,0.000000	-141.470000,-83.600000,0.000000	128.160000,-88.690000,0.000000
37.169	-29.100000,-64.900000,0.000000	-140.950000,-83.360000,0.000000	131.810000,-88.670000,0.000000
37.304	-29.180000,-64.850000,0.000000	-140.740000,-82.930000,0.000000	132.210000,-88.790000,0.000000
37.439	-29.280000,-64.860000,0.000000	-140.730000,-82.680000,0.000000	133.110000,-88.620000,0.000000
37.559	-29.000000,-64.850000,0.000000	-141.020000,-82.470000,0.000000	131.440000,-88.550000,0.000000
37.694	-29.090000,-64.810000,0.000000	-140.480000,-82.380000,0.000000	132.600000,-88.600000,0.000000
37.829	-29.130000,-64.770000,0.000000	-140.920000,-82.300000,0.000000	137.370000,-88.470000,0.000000
37.949	-29.270000,-64.780000,0.000000	-140.570000,-82.000000,0.000000	137.340000,-88.420000,0.000000
38.084	-29.610000,-64.860000,0.000000	-140.450000,-81.900000,0.000000	135.360000,-88.430000,0.000000
38.218	-29.570000,-64.850000,0.000000	-139.390000,-81.760000,0.000000	139.890000,-88.450000,0.000000
38.339	-29.620000,-64.770000,0.000000	-139.160000,-81.740000,0.000000	144.150000,-88.400000,0.000000
38.475	-29.380000,-64.760000,0.000000	-138.890000,-81.750000,0.000000	146.780000,-88.340000,0.000000
38.609	-29.440000,-64.730000,0.000000	-139.240000,-81.720000,0.000000	147.770000,-88.160000,0.000000
38.729	-29.370000,-64.750000,0.000000	-139.190000,-81.680000,0.000000	149.060000,-88.120000,0.000000
38.864	-29.500000,-64.650000,0.000000	-138.480000,-81.570000,0.000000	151.940000,-88.160000,0.000000
39.000	-29.470000,-64.690000,0.000000	-137.830000,-81.540000,0.000000	148.580000,-88.230000,0.000000
39.119	-29.610000,-64.620000,0.000000	-137.740000,-81.510000,0.000000	151.990000,-88.190000,0.000000
39.254	-29.530000,-64.580000,0.000000	-137.280000,-81.600000,0.000000	154.810000,-88.060000,0.000000
39.389	-29.790000,-64.670000,0.000000	-138.710000,-81.590000,0.000000	155.190000,-88.060000,0.000000
39.509	-29.640000,-64.830000,0.000000	-138.730000,-81.640000,0.000000	154.800000,-88.090000,0.000000
39.644	-29.770000,-64.870000,0.000000	-139.090000,-81.650000,0.000000	156.910000,-88.040000,0.000000
39.779	-29.890000,-64.860000,0.000000	-139.120000,-81.780000,0.000000	155.240000,-87.970000,0.000000
39.899	-29.700000,-64.870000,0.000000	-141.140000,-81.830000,0.000000	152.100000,-87.770000,0.000000
40.034	-29.260000,-64.750000,0.000000	-140.480000,-82.110000,0.000000	156.840000,-87.880000,0.000000
40.169	-29.780000,-64.670000,0.000000	-138.200000,-82.180000,0.000000	153.000000,-87.960000,0.000000
40.289	-30.230000,-64.460000,0.000000	-137.270000,-82.240000,0.000000	145.890000,-88.110000,0.000000
40.424	-29.990000,-64.500000,0.000000	-138.390000,-82.380000,0.000000	139.770000,-87.900000,0.000000
40.559	-30.420000,-64.100000,0.000000	-134.080000,-82.260000,0.000000	-93.750000,-87.960000,0.000000
40.679	-31.070000,-63.470000,0.000000	-127.840000,-82.540000,0.000000	-74.590000,-87.780000,0.000000
40.814	-32.020000,-62.550000,0.000000	-124.130000,-81.210000,0.000000	-75.330000,-85.710000,0.000000
40.949	-33.030000,-61.860000,0.000000	-123.020000,-80.200000,0.000000	-79.670000,-84.610000,0.000000
41.069	-33.310000,-61.460000,0.000000	-121.370000,-78.620000,0.000000	-79.620000,-82.470000,0.000000
41.204	-33.920000,-61.510000,0.000000	-118.260000,-77.060000,0.000000	-79.610000,-80.640000,0.000000
41.339	-35.210000,-61.440000,0.000000	-115.210000,-74.330000,0.000000	-79.920000,-78.450000,0.000000
41.459	-37.570000,-61.640000,0.000000	-112.230000,-70.450000,0.000000	-79.840000,-75.150000,0.000000
41.594	-39.490000,-61.850000,0.000000	-109.440000,-66.260000,0.000000	-80.390000,-71.530000,0.000000
41.729	-41.610000,-62.430000,0.000000	-109.780000,-64.020000,0.000000	-80.850000,-67.600000,0.000000
41.849	-44.300000,-62.750000,0.000000	-108.890000,-55.390000,0.000000	-81.900000,-63.380000,0.000000
41.984	-48.050000,-63.120000,0.000000	-106.050000,-49.340000,0.000000	-82.850000,-58.950000,0.000000
42.119	-50.870000,-63.460000,0.000000	-102.790000,-43.150000,0.000000	-84.210000,-54.270000,0.000000
42.239	-55.230000,-64.000000,0.000000	-100.330000,-36.650000,0.000000	-85.110000,-49.810000,0.000000
42.375	-59.550000,-64.260000,0.000000	-96.950000,-30.240000,0.000000	-85.580000,-44.950000,0.000000
42.509	-64.060000,-64.410000,0.000000	-93.880000,-24.300000,0.000000	-85.670000,-41.250000,0.000000
42.629	-66.620000,-64.460000,0.000000	-91.570000,-19.360000,0.000000	-85.560000,-37.340000,0.000000
42.764	-69.620000,-64.490000,0.000000	-89.480000,-15.380000,0.000000	-85.730000,-34.330000,0.000000
42.899	-71.510000,-65.160000,0.000000	-87.550000,-12.320000,0.000000	-85.880000,-31.740000,0.000000
43.019	-73.870000,-65.190000,0.000000	-86.400000,-9.310000,0.000000	-85.580000,-29.450000,0.000000
43.154	-75.440000,-65.400000,0.000000	-85.100000,-7.290000,0.000000	-85.840000,-27.770000,0.000000
43.289	-76.170000,-65.660000,0.000000	-84.370000,-5.550000,0.000000	-85.920000,-26.210000,0.000000
43.409	-77.360000,-65.170000,0.000000	-84.010000,-4.110000,0.000000	-85.780000,-25.500000,0.000000
43.545	-77.820000,-65.000000,0.000000	-83.700000,-3.560000,0.000000	-86.050000,-25.020000,0.000000
43.679	-78.450000,-64.940000,0.000000	-83.540000,-2.800000,0.000000	-86.120000,-24.420000,0.000000
43.799	-78.930000,-64.730000,0.000000	-83.970000,-2.630000,0.000000	-85.800000,-24.380000,0.000000
43.964	-79.280000,-65.090000,0.000000	-84.230000,-2.950000,0.000000	-85.670000,-24.780000,0.000000
44.069	-79.450000,-65.170000,0.000000	-84.330000,-3.140000,0.000000	-85.150000,-25.320000,0.000000
44.189	-78.730000,-65.140000,0.000000	-84.260000,-3.890000,0.000000	-84.690000,-26.160000,0.000000
44.324	-78.710000,-64.950000,0.000000	-84.850000,-4.310000,0.000000	-83.830000,-26.440000,0.000000
44.459	-78.480000,-64.610000,0.000000	-85.270000,-4.870000,0.000000	-83.060000,-26.900000,0.000000
44.579	-78.430000,-64.640000,0.000000	-85.710000,-5.540000,0.000000	-82.540000,-27.250000,0.000000
44.714	-77.180000,-64.670000,0.000000	-85.940000,-6.060000,0.000000	-82.290000,-27.610000,0.000000
44.849	-77.080000,-64.440000,0.000000	-86.350000,-7.060000,0.000000	-82.090000,-28.320000,0.000000
44.969	-76.490000,-64.850000,0.000000	-86.900000,-7.940000,0.000000	-82.690000,-29.000000,0.000000
45.104	-75.800000,-64.920000,0.000000	-87.180000,-8.920000,0.000000	-83.170000,-29.740000,0.000000
45.239	-74.860000,-64.980000,0.000000	-87.820000,-9.790000,0.000000	-83.260000,-30.360000,0.000000
45.360	-74.210000,-65.160000,0.000000	-88.340000,-10.480000,0.000000	-83.510000,-31.190000,0.000000
45.493	-73.610000,-65.000000,0.000000	-88.910000,-11.120000,0.000000	-83.570000,-31.750000,0.000000
45.629	-73.590000,-64.630000,0.000000	-89.490000,-11.880000,0.000000	-83.550000,-32.130000,0.000000
45.749	-73.580000,-64.670000,0.000000	-90.020000,-12.520000,0.000000	-83.410000,-32.350000,0.000000
45.884	-73.270000,-64.960000,0.000000	-90.760000,-13.200000,0.000000	-83.830000,-32.750000,0.000000
46.019	-73.170000,-64.710000,0.000000	-91.090000,-13.890000,0.000000	-83.440000,-33.350000,0.000000
46.154	-72.570000,-64.990000,0.000000	-91.250000,-15.050000,0.000000	-83.880000,-34.130000,0.000000
46.274	-72.290000,-65.040000,0.000000	-91.080000,-15.860000,0.000000	-84.070000,-34.700000,0.000000
46.408	-71.770000,-65.020000,0.000000	-91.290000,-16.300000,0.000000	-84.260000,-35.120000,0.000000
46.529	-71.550000,-65.150000,0.000000	-91.900000,-16.680000,0.000000	-84.250000,-35.580000,0.000000
46.664	-71.330000,-65.330000,0.000000	-92.380000,-17.190000,0.000000	-84.460000,-35.810000,0.000000
46.799	-71.520000,-65.270000,0.000000	-92.750000,-17.740000,0.000000	-84.510000,-36.100000,0.000000
46.919	-71.550000,-65.110000,0.000000	-92.030000,-17.830000,0.000000	-84.800000,-36.600000,0.000000
47.054	-71.250000,-65.120000,0.000000	-92.140000,-18.040000,0.000000	-84.600000,-36.760000,0.000000
47.189	-71.050000,-65.000000,0.000000	-92.130000,-18.490000,0.000000	-84.220000,-37.110000,0.000000
47.324	-71.440000,-64.620000,0.000000	-92.660000,-18.700000,0.000000	-84.070000,-37.420000,0.000000
47.444	-71.750000,-64.640000,0.000000	-92.740000,-18.820000,0.000000	-84.580000,-37.620000,0.000000
47.579	-72.490000,-64.560000,0.000000	-92.940000,-19.070000,0.000000	-84.550000,-37.970000,0.000000
47.699	-72.440000,-64.790000,0.000000	-92.870000,-19.200000,0.000000	-84.730000,-38.320000,0.000000
47.849	-72.610000,-65.050000,0.000000	-92.710000,-19.340000,0.000000	-84.660000,-38.360000,0.000000
47.969	-72.770000,-64.980000,0.000000	-92.490000,-19.310000,0.000000	-84.670000,-38.480000,0.000000
48.089	-73.110000,-64.960000,0.000000	-92.420000,-19.270000,0.000000	-84.650000,-38.420000,0.000000
48.223	-72.610000,-65.000000,0.000000	-92.420000,-19.290000,0.000000	-84.460000,-38.390000,0.000000
48.359	-73.180000,-64.940000,0.000000	-92.690000,-19.380000,0.000000	-84.830000,-38.400000,0.000000
48.479	-73.150000,-64.940000,0.000000	-92.700000,-19.450000,0.000000	-84.990000,-38.460000,0.000000
48.614	-73.140000,-64.800000,0.000000	-92.760000,-19.560000,0.000000	-85.250000,-38.080000,0.000000
48.749	-73.390000,-64.860000,0.000000	-92.860000,-19.830000,0.000000	-85.660000,-38.050000,0.000000
48.869	-73.550000,-64.860000,0.000000	-93.160000,-19.950000,0.000000	-85.970000,-37.950000,0.000000
49.004	-73.710000,-65.010000,0.000000	-93.560000,-20.150000,0.000000	-86.020000,-37.620000,0.000000
49.139	-74.040000,-65.100000,0.000000	-93.670000,-20.510000,0.000000	-85.620000,-36.970000,0.000000
49.259	-74.290000,-65.200000,0.000000	-93.900000,-20.960000,0.000000	-85.840000,-36.190000,0.000000
49.394	-74.420000,-65.180000,0.000000	-93.920000,-20.670000,0.000000	-85.730000,-35.340000,0.000000
49.529	-74.180000,-65.130000,0.000000	-93.870000,-20.830000,0.000000	-85.890000,-35.080000,0.000000
49.649	-74.650000,-64.580000,0.000000	-94.160000,-20.810000,0.000000	-85.350000,-34.560000,0.000000
49.784	-74.790000,-64.770000,0.000000	-94.260000,-21.070000,0.000000	-85.730000,-34.430000,0.000000
49.919	-74.990000,-64.590000,0.000000	-94.410000,-20.980000,0.000000	-85.510000,-33.660000,0.000000
50.039	-75.070000,-64.720000,0.000000	-94.440000,-20.990000,0.000000	-85.740000,-32.960000,0.000000
50.174	-75.070000,-64.530000,0.000000	-94.470000,-20.660000,0.000000	-85.780000,-32.640000,0.000000
50.309	-75.050000,-64.720000,0.000000	-94.260000,-20.720000,0.000000	-86.050000,-32.490000,0.000000
50.429	-75.230000,-64.870000,0.000000	-93.650000,-20.340000,0.000000	-86.070000,-32.410000,0.000000
50.564	-75.870000,-64.850000,0.000000	-93.450000,-20.040000,0.000000	-86.270000,-32.400000,0.000000
50.699	-76.350000,-64.920000,0.000000	-93.640000,-19.890000,0.000000	-86.420000,-32.510000,0.000000
50.819	-76.660000,-64.940000,0.000000	-93.540000,-19.860000,0.000000	-86.400000,-32.430000,0.000000
50.954	-76.290000,-64.940000,0.000000	-93.480000,-19.930000,0.000000	-86.390000,-32.480000,0.000000
51.089	-76.660000,-64.870000,0.000000	-93.420000,-19.960000,0.000000	-86.020000,-32.680000,0.000000
51.209	-76.550000,-64.930000,0.000000	-93.420000,-19.920000,0.000000	-86.060000,-32.750000,0.000000
51.344	-76.260000,-65.180000,0.000000	-93.270000,-19.980000,0.000000	-86.030000,-33.280000,0.000000
51.479	-76.030000,-65.660000,0.000000	-93.250000,-20.480000,0.000000	-86.220000,-33.490000,0.000000
51.599	-76.150000,-65.810000,0.000000	-93.180000,-20.420000,0.000000	-86.470000,-33.670000,0.000000
51.734	-75.890000,-65.970000,0.000000	-93.080000,-20.390000,0.000000	-86.370000,-33.730000,0.000000
51.869	-76.340000,-65.940000,0.000000	-92.970000,-20.380000,0.000000	-86.580000,-33.920000,0.000000
51.989	-76.450000,-65.760000,0.000000	-93.160000,-20.210000,0.000000	-86.680000,-34.270000,0.000000
52.124	-76.380000,-65.630000,0.000000	-93.190000,-20.190000,0.000000	-87.040000,-34.280000,0.000000
52.259	-76.110000,-65.710000,0.000000	-93.310000,-20.210000,0.000000	-87.310000,-34.680000,0.000000
52.379	-75.650000,-65.930000,0.000000	-93.160000,-20.660000,0.000000	-87.520000,-35.430000,0.000000
52.514	-75.610000,-65.820000,0.000000	-93.370000,-21.350000,0.000000	-87.500000,-36.820000,0.000000
52.649	-75.080000,-65.380000,0.000000	-93.450000,-21.760000,0.000000	-87.790000,-37.910000,0.000000
52.769	-74.700000,-65.430000,0.000000	-93.690000,-22.770000,0.000000	-88.340000,-40.220000,0.000000
52.919	-73.390000,-65.590000,0.000000	-93.500000,-24.570000,0.000000	-88.400000,-43.280000,0.000000
53.039	-72.200000,-65.630000,0.000000	-93.670000,-26.520000,0.000000	-88.430000,-46.320000,0.000000
53.159	-69.620000,-65.600000,0.000000	-93.190000,-29.330000,0.000000	-87.820000,-49.740000,0.000000
53.309	-66.870000,-65.240000,0.000000	-94.080000,-33.050000,0.000000	-86.960000,-53.300000,0.000000
53.429	-63.850000,-64.410000,0.000000	-94.390000,-36.630000,0.000000	-86.590000,-57.390000,0.000000
53.548	-59.890000,-63.700000,0.000000	-93.800000,-41.380000,0.000000	-84.100000,-61.660000,0.000000
53.684	-56.020000,-63.130000,0.000000	-93.780000,-46.370000,0.000000	-81.390000,-65.680000,0.000000
53.819	-52.310000,-62.020000,0.000000	-95.320000,-51.710000,0.000000	-82.390000,-69.790000,0.000000
53.939	-48.430000,-60.840000,0.000000	-95.040000,-57.090000,0.000000	-78.060000,-74.480000,0.000000
54.074	-43.870000,-60.220000,0.000000	-96.180000,-62.970000,0.000000	-79.650000,-75.450000,0.000000
54.209	-40.190000,-59.500000,0.000000	-99.610000,-67.560000,0.000000	-62.240000,-79.430000,0.000000
54.329	-35.020000,-59.610000,0.000000	-105.730000,-72.210000,0.000000	-67.060000,-82.270000,0.000000
54.464	-31.490000,-59.560000,0.000000	-114.220000,-75.840000,0.000000	-80.850000,-85.090000,0.000000
54.599	-28.320000,-59.330000,0.000000	-118.780000,-78.900000,0.000000	-86.400000,-87.070000,0.000000
54.719	-25.820000,-59.410000,0.000000	-124.560000,-81.410000,0.000000	-98.800000,-88.990000,0.000000
54.854	-23.860000,-59.460000,0.000000	-128.970000,-83.540000,0.000000	-101.330000,-90.060000,0.000000
54.989	-22.090000,-59.870000,0.000000	-131.970000,-85.150000,0.000000	-104.760000,-90.780000,0.000000
55.109	-20.870000,-60.040000,0.000000	-134.760000,-86.570000,0.000000	-107.380000,-91.580000,0.000000
55.244	-20.130000,-60.110000,0.000000	-138.200000,-87.710000,0.000000	-110.040000,-92.170000,0.000000
55.379	-19.770000,-60.250000,0.000000	-141.030000,-88.450000,0.000000	-112.730000,-92.560000,0.000000
55.499	-19.170000,-60.240000,0.000000	-143.580000,-88.960000,0.000000	-113.630000,-92.340000,0.000000
55.634	-19.190000,-60.110000,0.000000	-146.440000,-89.560000,0.000000	-117.520000,-92.450000,0.000000
55.769	-18.890000,-59.890000,0.000000	-148.790000,-89.950000,0.000000	-117.400000,-92.480000,0.000000
55.889	-19.290000,-59.870000,0.000000	-148.660000,-90.090000,0.000000	-116.020000,-92.350000,0.000000
56.024	-20.410000,-59.890000,0.000000	-147.010000,-89.870000,0.000000	-118.240000,-92.330000,0.000000
56.159	-20.220000,-60.080000,0.000000	-150.380000,-89.890000,0.000000	-118.380000,-91.980000,0.000000
56.279	-20.540000,-60.200000,0.000000	-151.280000,-89.800000,0.000000	-118.410000,-91.700000,0.000000
56.414	-20.970000,-60.230000,0.000000	-152.410000,-89.520000,0.000000	-118.410000,-91.300000,0.000000
56.549	-21.480000,-60.230000,0.000000	-153.610000,-89.110000,0.000000	-118.090000,-90.810000,0.000000
56.669	-22.250000,-60.090000,0.000000	-153.840000,-88.710000,0.000000	-118.440000,-90.350000,0.000000
56.804	-22.140000,-60.000000,0.000000	-155.670000,-88.310000,0.000000	-117.340000,-90.030000,0.000000
56.939	-22.000000,-59.940000,0.000000	-157.610000,-88.070000,0.000000	-119.100000,-89.720000,0.000000
57.059	-21.670000,-59.740000,0.000000	-159.330000,-87.860000,0.000000	-120.230000,-89.310000,0.000000
57.194	-21.740000,-59.580000,0.000000	-160.250000,-87.480000,0.000000	-118.880000,-88.960000,0.000000
57.329	-21.870000,-59.500000,0.000000	-161.390000,-87.020000,0.000000	-119.290000,-88.640000,0.000000
57.448	-22.130000,-59.340000,0.000000	-161.740000,-86.580000,0.000000	-118.250000,-88.160000,0.000000
57.584	-22.360000,-59.220000,0.000000	-161.480000,-86.240000,0.000000	-118.100000,-87.830000,0.000000
57.719	-22.570000,-59.050000,0.000000	-162.000000,-86.040000,0.000000	-119.030000,-87.510000,0.000000
57.839	-22.920000,-58.970000,0.000000	-162.450000,-85.680000,0.000000	-119.640000,-87.280000,0.000000
57.974	-23.150000,-58.960000,0.000000	-163.150000,-85.450000,0.000000	-120.830000,-87.270000,0.000000
58.109	-23.320000,-58.830000,0.000000	-161.880000,-85.310000,0.000000	-118.870000,-86.970000,0.000000
58.229	-23.670000,-58.720000,0.000000	-160.680000,-84.990000,0.000000	-116.680000,-86.730000,0.000000
58.364	-24.090000,-58.620000,0.000000	-159.820000,-84.740000,0.000000	-114.920000,-86.600000,0.000000
58.498	-24.400000,-58.480000,0.000000	-158.570000,-84.630000,0.000000	-113.470000,-86.450000,0.000000
58.619	-24.600000,-58.370000,0.000000	-158.620000,-84.610000,0.000000	-110.630000,-86.370000,0.000000
58.754	-24.790000,-58.500000,0.000000	-159.490000,-84.510000,0.000000	-109.260000,-86.380000,0.000000
58.889	-25.230000,-58.440000,0.000000	-157.500000,-84.260000,0.000000	-107.420000,-86.020000,0.000000
59.009	-25.900000,-58.390000,0.000000	-153.750000,-84.300000,0.000000	-104.290000,-85.820000,0.000000
59.144	-25.790000,-58.370000,0.000000	-153.310000,-84.350000,0.000000	-101.900000,-86.040000,0.000000
59.279	-25.780000,-58.400000,0.000000	-153.130000,-83.940000,0.000000	-103.110000,-85.910000,0.000000
59.399	-26.370000,-58.200000,0.000000	-150.150000,-83.540000,0.000000	-102.600000,-85.490000,0.000000
59.533	-26.310000,-58.090000,0.000000	-150.050000,-83.510000,0.000000	-101.410000,-85.400000,0.000000
59.669	-25.880000,-58.020000,0.000000	-151.520000,-83.530000,0.000000	-101.130000,-85.460000,0.000000
59.789	-25.750000,-58.190000,0.000000	-152.330000,-83.700000,0.000000	-100.210000,-85.540000,0.000000
